Rank,Player,Age,Elo,Hard,Clay,Grass,Peak Match,Peak Age,Peak Elo
45,Feliciano Lopez,37.5,1806.7,1670.9,1721.6,1755.3,2014 Shanghai Masters SF,33.0,1946.1
46,Pierre Hugues Herbert,28.0,1801.9,1717.9,1412.0,1539.5,2019 Montpellier F,27.9,1828.7
47,John Millman,29.7,1797.9,1701.8,1645.8,1558.5,2018 Stockholm R16,29.3,1837.5
48,Ugo Humbert,20.7,1795.5,1724.1,1178.6,,2019 Marseille SF,20.6,1852.2
49,Yoshihito Nishioka,23.4,1795.3,1734.4,1413.0,1312.5,2018 Traralgon CH F,23.1,1800.7
50,Reilly Opelka,21.5,1795.2,1707.9,1647.7,1424.8,2019 Delray Beach R16,21.5,1826.9
51,Aljaz Bedene,29.6,1794.1,1639.6,1792.4,1535.9,2017 Wimbledon R32,28.0,1877.6
52,Taylor Harry Fritz,21.3,1788.6,1710.5,1541.5,1343.1,2018 Lyon QF,20.6,1831.4
53,Guido Pella,28.8,1787.7,1553.2,1816.6,1500.8,2016 Indian Wells Masters R32,25.8,1818.2
54,Andrey Rublev,21.4,1784.3,1695.7,1587.2,1458.1,2018 Rotterdam QF,20.3,1914.7
55,Daniel Evans,28.8,1774.3,1701.5,1408.1,1590.3,2017 Australian Open R16,26.7,1824.4
56,Andreas Seppi,35.0,1772.6,1689.2,1647.1,1615.0,2013 Australian Open R16,28.9,1906.1
57,Radu Albot,29.3,1765.2,1710.4,1522.1,1440.6,2019 Indian Wells Masters R32,29.3,1771.7
58,Francis Tiafoe,21.1,1764.0,1655.9,1628.9,1596.1,2018 Estoril F,20.3,1861.6
59,Jeremy Chardy,32.1,1763.6,1640.8,1682.4,1666.3,2009 Cincinnati Masters R16,22.5,1897.3
60,Bernard Tomic,26.3,1763.5,1684.4,1536.8,1662.0,2016 Australian Open R16,23.2,1946.2
61,Felix Auger Aliassime,18.6,1759.9,1587.4,1719.9,,2019 Indian Wells Masters R32,18.6,1778.4
62,Peter Gojowczyk,29.7,1756.7,1653.0,1537.1,1498.8,2018 Delray Beach F,28.6,1810.2
63,Ricardas Berankis,28.7,1756.6,1688.2,1523.3,1364.2,2010 Vancouver CH F,20.1,1806.0
64,Christian Garin,22.7,1756.1,1518.1,1742.6,1354.0,2018 Brisbane Qual,22.6,1770.4
65,Steve Johnson,29.2,1754.9,1632.0,1765.9,1674.5,2017 Geneva QF,27.4,1931.6
66,Thanasi Kokkinakis,22.7,1753.4,1680.4,1633.6,1397.2,2015 London R16,19.2,1865.7
67,Mackenzie Mcdonald,23.9,1752.4,1664.1,1226.9,1599.2,2019 Acapulco QF,23.9,1761.2
68,Leonardo Mayer,31.8,1746.7,1647.3,1719.6,1482.6,2015 Canada Masters R32,28.2,1873.7
69,Ivo Karlovic,40.0,1745.3,1677.2,1581.9,1647.6,2007 Paris Masters R32,28.7,1959.6
70,Laslo Djere,23.8,1745.2,1349.6,1817.3,1312.1,2019 Sao Paulo SF,23.7,1768.5
71,Marco Cecchinato,26.4,1745.0,1393.9,1792.2,1468.3,2018 Hamburg R32,25.8,1827.8
72,Hyeon Chung,22.7,1740.3,1638.2,1651.8,1303.2,2018 Miami Masters QF,21.8,1978.3
73,Dusan Lajovic,28.7,1738.7,1630.2,1700.9,1342.7,2018 Doha QF,28.5,1818.3
74,Cameron Norrie,23.5,1735.1,1674.9,1541.5,1331.5,2017 Las Vegas CH R16,22.1,1779.0
75,Benoit Paire,29.8,1735.1,1616.2,1685.7,1582.8,2016 Chennai SF,26.7,1904.7
76,Marcos Baghdatis,33.7,1733.5,1679.1,1471.1,1585.1,2008 Marseille SF,22.7,1994.4
77,Damir Dzumhur,26.8,1730.9,1638.0,1567.6,1620.5,2018 Dubai R16,25.8,1888.0
78,Adrian Mannarino,30.7,1730.5,1618.9,1535.8,1687.6,2018 Australian Open R32,29.5,1879.7
79,Albert Ramos,31.1,1722.7,1567.1,1728.4,1429.3,2017 Barcelona QF,29.3,1870.2
80,Robin Haase,31.9,1719.1,1622.6,1630.3,1561.0,2011 Winston-Salem SF,24.4,1858.2
81,Jordan Thompson,24.9,1718.0,1656.7,1476.7,1499.3,2017 Memphis R32,22.8,1768.3
82,Denis Istomin,32.5,1717.4,1625.2,1594.4,1565.3,2013 Dallas2 CH QF,26.5,1849.7
83,Federico Delbonis,28.4,1716.7,1553.0,1725.0,1208.0,2017 Hamburg SF,26.8,1850.3
84,Ryan Harrison,26.8,1714.9,1652.0,1498.4,1365.3,2018 Acapulco QF,25.8,1807.7
85,Miomir Kecmanovic,19.5,1713.4,1623.4,1476.2,,2018 Brisbane R16,19.3,1757.1
86,Nicolas Jarry,23.4,1712.6,1580.9,1669.9,1348.4,2018 Shanghai Masters R16,23.0,1799.0
87,Jack Sock,26.3,1711.3,1670.9,1675.9,1463.3,2017 Indian Wells Masters SF,24.4,2035.7
88,Ernests Gulbis,30.5,1708.1,1615.1,1604.7,1614.7,2014 Roland Garros SF,25.7,2049.5
89,Pablo Cuevas,33.1,1703.0,1612.7,1695.9,1552.3,2016 Hamburg F,30.5,1909.3
90,Mischa Zverev,31.5,1702.9,1578.6,1606.6,1614.8,2017 Australian Open QF,29.4,1839.7
91,Matthew Ebden,31.3,1699.8,1585.0,1359.4,1657.8,2012 Indian Wells Masters R16,24.3,1774.1
92,Vasek Pospisil,28.3,1699.1,1652.2,1279.9,1472.7,2015 Valencia SF,25.3,1858.6
93,Marius Copil,28.4,1696.9,1632.0,1481.5,1541.8,2018 Basel F,28.0,1745.7
94,Joao Sousa,29.9,1696.6,1626.8,1644.7,1468.7,2016 Australian Open R32,26.8,1846.7
95,Lloyd George Muirhead Harris,22.0,1692.4,1634.1,1319.5,1367.9,2018 Fairfield CH QF,21.6,1733.2
96,Alexander Bublik,21.7,1689.3,1628.6,1309.0,1349.1,2017 Istanbul CH SF,20.2,1698.0
97,Guillermo Garcia Lopez,35.7,1686.9,1588.9,1647.6,1445.9,2010 Shanghai Masters QF,27.4,1878.1
98,Jaume Munar,21.8,1685.9,1441.0,1737.9,,2018 Winston Salem R16,21.3,1759.6
99,Denis Kudla,26.5,1684.2,1581.3,1470.2,1613.0,2015 Atlanta SF,22.9,1778.5
100,Antonie Hoang,23.3,1683.1,1593.9,1400.1,,2019 Montpellier R16,23.3,1743.0
101,Tommy Paul,21.6,1678.0,1614.9,1364.1,,2018 Playford CH R16,21.6,1669.1
102,Jiri Vesely,25.6,1676.9,1519.8,1666.9,1628.9,2014 Wimbledon R32,21.0,1892.8
103,Juan Ignacio Londero,25.5,1672.6,1301.9,1640.1,1362.1,2019 Rio De Janeiro R16,25.5,1693.4
104,Egor Gerasimov,26.3,1672.4,1602.6,1397.2,1429.3,2017 Samarkand CH QF,24.5,1770.1
105,Thomas Fabbiano,29.8,1670.9,1581.3,1469.2,1468.1,2017 Nottingham CH F,28.0,1701.6
106,Mikhail Youzhny,36.2,1670.7,1625.6,1496.4,1577.1,2010 Miami Masters QF,27.7,2015.1
107,Dudi Sela,33.9,1669.8,1577.9,1310.0,1682.9,2009 Miami Masters R128,24.0,1817.1
108,Jared Donaldson,22.4,1669.4,1580.3,1512.0,1378.2,2017 Chengdu QF,21.0,1784.5
109,Roberto Carballes Baena,26.0,1668.2,1462.7,1647.7,1257.8,2018 Brest CH SF,25.6,1698.8
110,Malek Jaziri,35.1,1665.7,1601.7,1575.2,1344.3,2017 Miami Masters R32,33.2,1791.6
111,Yannick Maden,29.4,1661.8,1591.0,1540.1,1392.5,2018 Rennes CH QF,28.2,1716.9
112,Tennys Sandgren,27.6,1660.9,1583.7,1529.5,1327.5,2019 Australian Open R128,27.5,1717.9
113,Jozef Kovalik,26.3,1660.6,1477.5,1626.5,1287.6,2018 Hamburg SF,25.7,1696.3
114,Brayden Schnur,23.7,1659.8,1576.0,,1488.0,2019 New York F,23.6,1714.7
115,Yannick Hanfmann,26.8,1656.7,1337.9,1655.9,1435.1,2017 Gstaad F,25.7,1728.8
116,Casper Ruud,20.2,1656.3,1560.1,1570.6,,2016 Szczecin CH R16,17.7,1722.5
117,Matthias Bachinger,31.9,1653.8,1597.1,1466.7,1459.7,2011 Granby CH F,24.3,1703.4
118,Lorenzo Sonego,23.8,1652.9,1513.3,1621.0,1267.9,2018 Szczecin CH R32,23.3,1677.2
119,Pablo Andujar,33.1,1652.7,1374.1,1691.8,1259.9,2015 Roland Garros R32,29.3,1788.3
120,Maximilian Marterer,23.7,1650.8,1600.1,1609.7,1330.6,2018 Stuttgart R16,23.0,1809.9
121,Michael Mmoh,21.0,1650.0,1594.4,1401.0,1386.8,2017 San Francisco CH SF,19.1,1729.8
122,Simone Bolelli,33.4,1646.4,1533.5,1662.9,1606.9,2008 Roland Garros R32,22.6,1880.6
123,Donald Young,29.6,1645.8,1596.7,1485.2,1433.0,2017 Miami Masters R16,27.7,1834.4
124,Prajnesh Gunneswaran,29.3,1644.0,1576.2,1373.3,1347.1,2018 Pune CH F,29.0,1677.9
125,James Duckworth,27.1,1642.8,1583.1,1459.2,1456.3,2017 Australian Open R128,25.0,1717.4
126,Taro Daniel,26.1,1641.1,1543.0,1634.1,1333.1,2015 Prague CH QF,22.4,1744.6
127,Hugo Dellien,25.7,1641.1,1205.1,1622.9,,2018 Shymkent CH SF,24.9,1709.6
128,Bjorn Fratangelo,25.6,1640.6,1585.8,1629.8,1439.7,2016 Surbiton CH SF,22.9,1717.5
129,Alexei Popyrin,19.6,1635.7,1554.5,1334.8,,2019 New York Qual,19.5,1694.5
130,Ilya Ivashka,25.0,1634.4,1557.2,1422.5,1430.6,2019 Canberra CH F,24.9,1736.0
131,Bradley Klahn,28.5,1633.2,1572.2,1398.2,1220.2,2014 Delray Beach R32,23.5,1763.0
132,Stefano Travaglia,27.2,1630.1,1583.7,1520.9,1317.4,2018 Alicante CH R32,26.3,1687.2
133,Kamil Majchrzak,23.2,1630.0,1579.1,1429.5,1339.0,2019 Burnie CH SF,23.0,1644.4
134,Evgeny Donskoy,28.8,1628.6,1538.6,1460.3,1357.0,2015 Pune CH F,25.5,1717.0
135,Gregoire Barrere,25.0,1627.8,1550.0,1475.1,1353.1,2019 Pau CH SF,25.0,1645.0
136,Marcel Granollers,32.9,1624.3,1533.5,1586.7,1582.3,2012 Sydney R32,25.7,1894.0
137,Soon Woo Kwon,21.3,1622.1,1568.4,1260.5,1354.1,2019 Shenzhen CH QF,21.3,1636.3
138,Corentin Moutet,19.9,1617.6,1533.9,1541.4,,2017 Eckental CH QF,18.5,1706.5
139,Guido Andreozzi,27.6,1614.4,1501.3,1547.6,1287.5,2018 Bordeaux CH SF,26.8,1731.3
140,Pedro Sousa,30.7,1613.6,1164.8,1617.9,1346.8,2017 Rome CH R16,29.3,1716.1
141,Blaz Kavcic,31.7,1612.4,1517.0,1459.2,1419.5,2009 Rijeka CH F,22.3,1760.0
142,Alex Bolt,26.2,1610.9,1534.3,1284.2,1501.0,2019 Indian Wells Masters R64,26.2,1619.1
143,Lukas Rosol,33.6,1607.8,1512.1,1620.0,1383.6,2014 US Open R128,29.1,1882.1
144,Lukas Lacko,31.4,1604.7,1485.5,1295.8,1563.8,2012 Dallas2 CH QF,24.3,1791.9
145,Mikael Ymer,20.5,1604.0,1535.6,1532.5,,2019 Koblenz CH QF,20.3,1704.3
146,Rogerio Dutra Silva,35.1,1601.0,1573.7,1535.3,1192.7,2017 Roland Garros R64,33.3,1686.6
147,Marcos Giron,25.6,1601.0,1524.9,1323.4,,2019 Indian Wells Masters R32,25.6,1605.5
148,Paolo Lorenzi,37.2,1595.7,1524.8,1586.5,1269.0,2017 Quito F,35.1,1778.6
149,Oscar Otte,25.7,1593.3,1504.8,1458.7,1566.2,2017 Braunschweig CH SF,24.0,1716.3
150,Alessandro Giannessi,28.8,1591.1,1407.2,1576.2,1385.7,2011 Napoli2 CH F,21.3,1726.6
151,Pavel Kotov,20.2,1590.6,1495.2,1423.9,,2019 Budapest CH R16,20.2,1626.1
152,Tommy Robredo,36.8,1586.7,1548.4,1573.4,1524.1,2009 Roland Garros QF,27.1,1985.7
153,Marco Trungelliti,29.1,1586.1,1329.9,1616.8,1349.3,2018 Tampere CH QF,28.5,1681.2
154,Yuichi Sugita,30.5,1584.4,1487.2,1344.2,1600.2,2017 Cincinnati Masters QF,28.9,1795.5
155,Sergiy Stakhovsky,33.1,1583.9,1488.9,1402.9,1619.9,2010 Kuala Lumpur R16,24.7,1845.9
156,Noah Rubin,23.0,1581.3,1499.2,1565.7,1380.8,2018 Washington R16,22.4,1734.3
157,Santiago Giraldo,31.2,1581.3,1505.5,1553.6,1450.7,2012 Roland Garros R32,24.5,1855.9
158,Henri Laaksonen,26.9,1580.6,1493.0,1529.5,1325.6,2017 Knoxville CH SF,25.6,1690.8
159,Carlos Berlocq,36.1,1580.5,1581.7,1543.4,1294.5,2012 Dusseldorf RR,29.3,1851.9
160,Thiemo De Bakker,30.4,1580.3,1446.8,1638.0,1470.0,2010 New Haven SF,21.9,1881.3
161,Salvatore Caruso,26.2,1579.5,1513.6,1503.3,,2018 Genova CH R32,25.7,1597.7
162,Jason Kubler,25.7,1578.4,1510.4,1349.6,1412.2,2018 Kaohsiung CH R32,25.3,1675.9
163,Constant Lestienne,26.8,1576.5,1499.8,1338.1,,2018 Antwerp Qual,26.4,1643.8
164,Jason Jung,29.7,1574.0,1507.4,1401.0,1409.1,2018 Zhuhai CH SF,28.7,1670.7
165,Mikael Torpegaard,24.8,1573.3,1500.6,,,2016 Las Vegas CH QF,22.4,1765.3
166,Elias Ymer,22.9,1570.1,1558.6,1468.7,1429.9,2015 Ilkley CH R32,19.2,1729.3
167,Stefano Napolitano,23.9,1569.8,1476.2,1532.5,,2017 Noumea CH R32,21.7,1628.8
168,Dennis Novak,25.4,1568.9,1436.8,1493.9,1473.0,2018 Bratislava CH SF,25.2,1611.6
169,Tallon Griekspoor,22.7,1568.7,1451.2,1579.6,1357.6,2019 Koblenz CH SF,22.5,1694.1
170,Jurgen Zopp,30.9,1566.8,1449.3,1581.1,1452.4,2012 Kitzbuhel R16,24.3,1720.0
171,Alejandro Davidovich Fokina,19.8,1566.7,1461.3,1515.5,,2019 Bangkok CH F,19.7,1629.2
172,Ruben Bemelmans,31.2,1566.5,1485.0,1436.1,1448.1,2012 Orleans CH F,24.7,1706.6
173,Yasutaka Uchiyama,26.6,1566.4,1510.2,1139.3,1363.9,2017 Yokohama CH R32,24.6,1631.3
174,Facundo Bagnis,29.0,1563.9,1284.6,1546.0,1243.8,2016 Marrakech QF,26.1,1712.0
175,Yosuke Watanuki,20.9,1561.1,1495.6,,,2018 Ningbo CH R16,20.5,1682.8
176,Thiago Monteiro,24.8,1560.3,1415.1,1532.6,1423.7,2016 Gstaad QF,22.1,1756.0
177,Mirza Basic,27.6,1559.1,1502.4,1411.7,1281.2,2018 Indian Wells CH R32,26.6,1733.2
178,Mathias Bourgue,25.1,1556.8,1506.5,1409.8,1383.7,2017 Blois CH SF,23.4,1647.7
179,Daniel Brands,31.6,1554.4,1498.0,1446.1,1456.2,2013 Doha QF,26.5,1819.7
180,Christopher Eubanks,22.8,1552.7,1492.6,1173.2,1427.7,2018 Puerto Vallarta CH R32,22.0,1584.2
181,Darian King,26.8,1551.5,1499.1,1221.3,1471.5,2017 Bradenton CH R32,25.0,1636.4
182,Alexey Vatutin,26.3,1549.6,1489.5,1459.4,,2018 Marrakech QF,25.4,1641.7
183,Tatsuma Ito,30.8,1549.1,1490.6,1256.0,1486.7,2012 Dusseldorf RR,24.0,1728.5
184,Tim Smyczek,31.2,1548.3,1463.2,1331.2,1501.0,2015 Irving CH F,27.2,1736.9
185,Roberto Marcora,29.5,1548.2,1515.7,1406.3,1317.3,2019 Bergamo CH F,29.5,1566.0
186,Filippo Baldi,23.1,1544.0,1418.2,1517.1,,2018 Andria CH F,22.9,1682.9
187,Enrique Lopez Perez,27.8,1542.2,1491.2,1412.6,1319.4,2019 Shenzhen CH QF,27.8,1557.9
188,Jeffrey John Wolf,20.2,1539.0,1470.9,,,2019 Cleveland CH R16,20.1,1566.6
189,Tobias Kamke,32.8,1535.0,1498.8,1401.0,1499.0,2012 Australian Open R64,25.7,1754.1
190,Thomaz Bellucci,31.2,1534.7,1552.0,1473.6,1345.3,2010 Hamburg QF,22.6,1931.8
191,Pedro Martinez Portero,21.9,1531.6,1321.4,1552.4,,2018 Prague CH SF,21.2,1606.2
192,Luca Vanni,33.8,1531.2,1449.1,1399.8,1371.8,2017 Budapest CH QF,31.7,1632.8
193,Dustin Brown,34.2,1531.1,1441.2,1538.0,1557.2,2017 Delray Beach R32,32.2,1777.4
194,Quentin Halys,22.3,1529.8,1454.9,1515.5,1468.3,2016 Ilkley CH QF,19.6,1675.9
195,Norbert Gombos,28.5,1529.6,1498.2,1407.0,1266.4,2014 Kosice CH F,23.8,1678.2
196,Adrian Menendez Maceiras,33.3,1529.1,1455.6,1477.7,1316.9,2015 Leon CH F,29.4,1613.2
197,Gianluca Mager,24.2,1527.5,1455.2,1415.4,,2019 Yokohama CH QF,24.2,1541.7
198,Jurij Rodionov,19.8,1524.5,1464.2,1478.5,,2018 Astana CH SF,19.2,1707.0
199,Peter Polansky,30.7,1521.5,1472.0,1309.1,1345.3,2014 Prostejov CH R16,25.9,1643.0
200,Kimmer Coppejans,25.1,1521.2,1347.1,1515.0,1225.0,2015 Turin CH F,21.2,1685.1
201,Mats Moraing,26.7,1519.9,1453.1,1405.2,1322.0,2018 Mexico City CH R16,25.8,1693.5
202,Gianluigi Quinzi,23.0,1519.2,1318.0,1490.3,1331.4,2018 Perugia CH F,22.4,1662.0
203,Facundo Arguello,26.6,1519.1,1278.1,1496.2,1404.5,2013 Roland Garros Qual,20.8,1694.0
204,Blaz Rola,28.4,1519.0,1450.9,1441.1,1452.9,2014 Panama City CH F,23.4,1722.2
205,Andrew Harris,25.0,1517.6,1441.7,,,2019 Yokohama CH SF,25.0,1563.5
206,Enzo Couacaud,24.0,1513.0,1422.4,1243.6,1442.7,2018 Calgary CH QF,23.6,1587.1
207,Joris De Loore,25.5,1512.6,1435.8,1397.5,,2016 Fairfield CH SF,23.5,1646.0
208,Jay Clarke,20.6,1511.9,1455.1,1371.8,1301.1,2018 Aptos CH R16,20.0,1618.7
209,Ernesto Escobedo,22.7,1509.9,1438.8,1399.2,1415.9,2016 Las Vegas CH R16,20.3,1708.3
210,Arthur De Greef,27.0,1509.8,1359.4,1478.8,1380.7,2017 Marburg CH SF,25.3,1621.0
211,Aleksandr Nedovyesov,32.1,1509.1,1426.7,1523.4,1510.1,2013 ATP Challenger Tour Finals CH SF,26.7,1726.3
212,Gleb Sakharov,30.6,1508.8,1521.2,1264.9,,2018 Rennes CH QF,29.6,1621.9
213,Kenny De Schepper,31.7,1508.6,1482.6,1389.9,1547.0,2012 Seoul CH QF,25.4,1768.8
214,Nicola Kuhn,19.0,1508.4,1439.3,1390.8,,2017 Meerbusch CH SF,17.4,1589.6
215,Vincent Millot,33.1,1508.3,1415.7,1423.6,1558.9,2016 Mons CH F,30.7,1678.0
216,Andrej Martin,29.5,1506.8,1304.7,1506.4,1230.2,2014 US Open Qual,24.9,1654.7
217,Dominik Koepfer,24.8,1506.5,1451.6,1323.6,1303.5,2018 Cary CH QF,24.4,1600.5
218,Max Purcell,20.9,1506.4,1415.1,1432.9,1432.3,2018 S-Hertogenbosch R32,20.2,1599.5
219,Roman Safiullin,21.6,1495.1,1416.0,1316.3,,2019 Pau CH QF,21.6,1512.7
220,Zhe Li,32.5,1494.5,1424.1,1086.4,1286.0,2019 Zhuhai CH R32,32.5,1522.2
221,Borna Gojo,21.0,1493.9,1438.8,,,2019 Dallas CH R16,20.9,1560.8
222,Tung Lin Wu,20.8,1492.4,1202.6,1571.9,,2019 Santiago CH F,20.8,1514.3
223,Go Soeda,34.5,1491.0,1425.4,1247.1,1391.8,2012 Rome Masters Qual,27.7,1705.7
224,Attila Balazs,29.8,1489.7,1226.0,1471.9,,2012 Bucharest SF,23.6,1631.7
225,Daniel Gimeno Traver,33.6,1488.6,1267.4,1508.7,1195.8,2010 US Open R32,25.1,1814.4
226,Pedja Krstin,24.5,1487.3,1357.0,1484.3,,2016 Leon CH R16,21.5,1561.4
227,Sebastian Ofner,22.8,1486.9,1456.9,1305.4,1500.6,2017 Vancouver CH R16,21.3,1666.7
228,Lorenzo Giustino,27.5,1486.5,1316.5,1470.2,1342.7,2013 Scheveningen CH QF,21.8,1574.0
229,Andrea Arnaboldi,31.2,1486.4,1377.6,1461.6,1465.0,2015 Cortina CH SF,27.6,1593.0
230,Nikola Milojevic,23.7,1485.5,1393.5,1462.5,,2018 Almaty CH F,23.3,1575.4
231,Kevin Krawietz,27.1,1481.8,1377.6,1441.1,1348.1,2018 Meerbusch CH QF,26.6,1546.5
232,Filip Horansky,26.1,1481.7,1292.3,1465.3,1425.5,2019 Budapest CH SF,26.1,1558.7
233,John Patrick Smith,29.3,1480.2,1407.7,1232.2,1447.5,2015 Cary CH R16,25.8,1665.5
234,Saketh Myneni,31.4,1480.1,1406.7,1379.2,1414.1,2016 Surbiton CH R16,28.6,1630.0
235,Tristan Lamasine,26.0,1475.9,1412.4,1362.7,1329.5,2015 Alphen CH SF,22.5,1624.0
236,Adam Pavlasek,24.4,1475.7,1349.4,1483.4,1428.0,2016 Rome CH R32,22.0,1752.5
237,Viktor Galovic,28.5,1474.6,1375.0,1483.5,1379.3,2017 Cortina CH R32,26.8,1646.2
238,Marc Polmans,21.9,1474.2,1411.4,1389.9,1347.0,2018 Tallahassee CH F,21.0,1530.5
239,Renzo Olivo,27.0,1472.9,1370.3,1436.3,1367.9,2015 Buenos Aires R16,22.9,1650.3
240,Ze Zhang,28.7,1472.4,1430.5,1326.4,1427.1,2017 Zhuhai CH QF,26.7,1610.1
241,Duck Hee Lee,20.8,1471.3,1428.8,1139.2,1272.9,2016 Chengdu CH SF,18.2,1524.8
242,Elliot Benchetrit,20.4,1464.6,1360.6,1348.0,,2019 Bergamo CH R16,20.4,1534.6
243,Gastao Elias,28.3,1463.8,1297.2,1486.2,1259.8,2016 Olympics R32,25.7,1722.1
244,Stephane Robert,38.8,1461.0,1387.2,1474.9,1489.2,2010 Casablanca R16,29.9,1782.5
245,Calvin Hemery,24.0,1461.0,1340.2,1468.7,,2015 Padova CH SF,20.4,1643.3
246,Sergio Gutierrez Ferrol,30.0,1460.4,1176.5,1527.6,1297.5,2012 Madrid CH SF,23.6,1647.5
247,Carlos Taberner,21.6,1459.6,1318.9,1525.4,,2017 Rome CH SF,20.1,1691.4
248,Christian Harrison,24.8,1459.0,1344.9,1474.9,1409.2,2018 Lisbon CH QF,24.0,1561.6
249,Kaichi Uchida,24.5,1458.7,1394.1,1177.8,,2019 Newport Beach CH R16,24.4,1488.2
